start	end	text
0	2600	Hello internet, you asked for it and BAM!
2600	4400	The Top Sneaky Stamp is here.
4400	7040	A real physical stamp that you can buy.
7040	10080	It's ridiculous and fun and Top Sneaky official,
10080	12520	arriving at your door in this lovely box
12520	14960	that's definitely not constructed with sneaky secrets,
14960	17640	and comes with a high quality red ink pad.
17640	20000	So that when you stamp your most important documents,
20000	24240	you get the most satisfying of seals to keep safe your secrets.
24240	26960	So, if that's something you or someone you know would enjoy,
26960	29240	then click here to order a Top Sneaky Stamp.
29240	31480	Thank you for supporting the Gray Industries team
31480	34720	and look forward to your future of satisfying stamping.
